gender,occasion,skin_tone,season,temperature,outfit_name,color_palette,image_url,amazon_link,flipkart_link,meesho_link
Male,Office,Deep Warm,Winter,37,Trendy College Look,"['#3088EC', '#D236A1', '#633EDF', '#399A35']",/static/images/trendy-college-look_56.jpg,https://amazon.com/trendy-college-look,https://flipkart.com/trendy-college-look,https://meesho.com/trendy-college-look
Male,Travel,Deep Warm,Spring,12,Elegant Winter Dress,"['#B74A87', '#26DE64', '#959B1A', '#8D4E8C']",/static/images/elegant-winter-dress_57.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Female,Office,Olive,Winter,19,Classic Office Outfit,"['#9316B4', '#6AE504', '#B31978', '#E8E9B0']",/static/images/classic-office-outfit_58.jpg,https://amazon.com/classic-office-outfit,https://flipkart.com/classic-office-outfit,https://meesho.com/classic-office-outfit
Male,Travel,Medium Cool,Autumn,29,Elegant Winter Dress,"['#04E5BC', '#727BA0', '#F111FE', '#A2D337']",/static/images/elegant-winter-dress_59.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Male,College,Light Warm,Monsoon,15,Trendy College Look,"['#0C6738', '#D83B64', '#3A052D', '#48DF59']",/static/images/trendy-college-look_60.jpg,https://amazon.com/trendy-college-look,https://flipkart.com/trendy-college-look,https://meesho.com/trendy-college-look
Male,Office,Medium Cool,Summer,32,Travel Comfort Fit,"['#BCF834', '#D981F6', '#D22D93', '#EA2084']",/static/images/travel-comfort-fit_61.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Female,Wedding,Deep Warm,Summer,19,Classic Office Outfit,"['#C78939', '#05BAD8', '#B75011', '#FCB7E4']",/static/images/classic-office-outfit_62.jpg,https://amazon.com/classic-office-outfit,https://flipkart.com/classic-office-outfit,https://meesho.com/classic-office-outfit
Female,Date,Light Warm,Autumn,21,Premium Party Outfit,"['#291EDB', '#906A15', '#A140C5', '#CA6241']",/static/images/premium-party-outfit_63.jpg,https://amazon.com/premium-party-outfit,https://flipkart.com/premium-party-outfit,https://meesho.com/premium-party-outfit
Male,Party,Light Warm,Spring,16,Casual Street Style,"['#D9EE7A', '#9FA47A', '#D5D25F', '#75955F']",/static/images/casual-street-style_64.jpg,https://amazon.com/casual-street-style,https://flipkart.com/casual-street-style,https://meesho.com/casual-street-style
Male,Date,Light Cool,Summer,16,Elegant Winter Dress,"['#D22E15', '#340124', '#655F1A', '#1E5164']",/static/images/elegant-winter-dress_65.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Female,Casual,Light Warm,Spring,22,Classic Office Outfit,"['#D5E660', '#2AB1D9', '#5D1F49', '#7B60A2']",/static/images/classic-office-outfit_66.jpg,https://amazon.com/classic-office-outfit,https://flipkart.com/classic-office-outfit,https://meesho.com/classic-office-outfit
Female,College,Medium Warm,Spring,6,Sporty Active Wear,"['#91CCB4', '#D1F62A', '#4F7517', '#7136D4']",/static/images/sporty-active-wear_67.jpg,https://amazon.com/sporty-active-wear,https://flipkart.com/sporty-active-wear,https://meesho.com/sporty-active-wear
Female,Travel,Light Cool,Spring,17,Classic Office Outfit,"['#4BD62F', '#EE7BD2', '#3ED124', '#48415A']",/static/images/classic-office-outfit_68.jpg,https://amazon.com/classic-office-outfit,https://flipkart.com/classic-office-outfit,https://meesho.com/classic-office-outfit
Female,College,Light Warm,Summer,35,Trendy College Look,"['#89AB62', '#9F8AAD', '#944282', '#AAC52F']",/static/images/trendy-college-look_69.jpg,https://amazon.com/trendy-college-look,https://flipkart.com/trendy-college-look,https://meesho.com/trendy-college-look
Male,Wedding,Olive,Monsoon,37,Sporty Active Wear,"['#2EAAEC', '#BA4C9D', '#096545', '#65CBD1']",/static/images/sporty-active-wear_70.jpg,https://amazon.com/sporty-active-wear,https://flipkart.com/sporty-active-wear,https://meesho.com/sporty-active-wear
Female,Date,Medium Cool,Monsoon,28,Elegant Winter Dress,"['#4BE93C', '#1C30A6', '#F30CBA', '#FE342E']",/static/images/elegant-winter-dress_71.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Male,Party,Light Warm,Monsoon,14,Casual Street Style,"['#6469E6', '#67F7DE', '#D9BEC2', '#5B9B4D']",/static/images/casual-street-style_72.jpg,https://amazon.com/casual-street-style,https://flipkart.com/casual-street-style,https://meesho.com/casual-street-style
Male,Party,Medium Cool,Autumn,35,Modern Summer Look,"['#FA2EB6', '#F562A5', '#EB1650', '#8C026D']",/static/images/modern-summer-look_73.jpg,https://amazon.com/modern-summer-look,https://flipkart.com/modern-summer-look,https://meesho.com/modern-summer-look
Male,Wedding,Light Warm,Winter,9,Travel Comfort Fit,"['#BAB2FD', '#A88FF4', '#BCCBDD', '#A1A985']",/static/images/travel-comfort-fit_74.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Female,Casual,Medium Cool,Summer,5,Casual Street Style,"['#1A4921', '#2F144B', '#168B5C', '#58FD71']",/static/images/casual-street-style_75.jpg,https://amazon.com/casual-street-style,https://flipkart.com/casual-street-style,https://meesho.com/casual-street-style
Male,Party,Medium Warm,Spring,38,Classic Office Outfit,"['#FA8CD3', '#F291D9', '#515E33', '#B94BB2']",/static/images/classic-office-outfit_76.jpg,https://amazon.com/classic-office-outfit,https://flipkart.com/classic-office-outfit,https://meesho.com/classic-office-outfit
Female,Casual,Deep Warm,Summer,21,Sporty Active Wear,"['#CDB11B', '#95FC25', '#F61BA5', '#6C18CD']",/static/images/sporty-active-wear_77.jpg,https://amazon.com/sporty-active-wear,https://flipkart.com/sporty-active-wear,https://meesho.com/sporty-active-wear
Female,Ethnic,Deep Cool,Summer,40,Travel Comfort Fit,"['#E0D7E3', '#CE2063', '#232C1B', '#F25C6C']",/static/images/travel-comfort-fit_78.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Female,Office,Medium Warm,Winter,25,Travel Comfort Fit,"['#F07502', '#331FCE', '#1CD134', '#DC282E']",/static/images/travel-comfort-fit_79.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Male,Travel,Olive,Winter,20,Sporty Active Wear,"['#F13F75', '#67BF54', '#F5523E', '#A8A6D9']",/static/images/sporty-active-wear_80.jpg,https://amazon.com/sporty-active-wear,https://flipkart.com/sporty-active-wear,https://meesho.com/sporty-active-wear
Male,College,Deep Cool,Summer,35,Sporty Active Wear,"['#D7F6EF', '#D3E790', '#F34170', '#BE7A76']",/static/images/sporty-active-wear_81.jpg,https://amazon.com/sporty-active-wear,https://flipkart.com/sporty-active-wear,https://meesho.com/sporty-active-wear
Female,Ethnic,Medium Warm,Autumn,16,Sporty Active Wear,"['#218FD4', '#223278', '#F8EC12', '#A3049C']",/static/images/sporty-active-wear_82.jpg,https://amazon.com/sporty-active-wear,https://flipkart.com/sporty-active-wear,https://meesho.com/sporty-active-wear
Male,Office,Olive,Summer,5,Classic Office Outfit,"['#75EBEC', '#27C21C', '#09FFAC', '#B47249']",/static/images/classic-office-outfit_83.jpg,https://amazon.com/classic-office-outfit,https://flipkart.com/classic-office-outfit,https://meesho.com/classic-office-outfit
Male,Travel,Deep Cool,Summer,21,Travel Comfort Fit,"['#430869', '#3820F1', '#B37C85', '#5D7AF9']",/static/images/travel-comfort-fit_84.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Female,College,Deep Cool,Winter,27,Casual Street Style,"['#598791', '#5BEA67', '#2C9CB8', '#27B991']",/static/images/casual-street-style_85.jpg,https://amazon.com/casual-street-style,https://flipkart.com/casual-street-style,https://meesho.com/casual-street-style
Male,Date,Olive,Autumn,32,Trendy College Look,"['#AA008D', '#6C310A', '#0B0518', '#578659']",/static/images/trendy-college-look_86.jpg,https://amazon.com/trendy-college-look,https://flipkart.com/trendy-college-look,https://meesho.com/trendy-college-look
Male,Ethnic,Deep Cool,Summer,35,Premium Party Outfit,"['#FBD0A4', '#4A1674', '#926E4E', '#349B09']",/static/images/premium-party-outfit_87.jpg,https://amazon.com/premium-party-outfit,https://flipkart.com/premium-party-outfit,https://meesho.com/premium-party-outfit
Male,Party,Deep Warm,Spring,35,Modern Summer Look,"['#6E7609', '#5CEAFD', '#841396', '#5EFF77']",/static/images/modern-summer-look_88.jpg,https://amazon.com/modern-summer-look,https://flipkart.com/modern-summer-look,https://meesho.com/modern-summer-look
Male,Travel,Medium Warm,Summer,10,Classic Office Outfit,"['#2E52E5', '#F16DAE', '#68B416', '#E03AC2']",/static/images/classic-office-outfit_89.jpg,https://amazon.com/classic-office-outfit,https://flipkart.com/classic-office-outfit,https://meesho.com/classic-office-outfit
Female,Travel,Deep Warm,Spring,27,Wedding Royal Attire,"['#178CE5', '#5993A5', '#617B6D', '#BD9BFB']",/static/images/wedding-royal-attire_90.jpg,https://amazon.com/wedding-royal-attire,https://flipkart.com/wedding-royal-attire,https://meesho.com/wedding-royal-attire
Female,Date,Light Warm,Winter,37,Trendy College Look,"['#6BF749', '#D12934', '#E9478C', '#C27F30']",/static/images/trendy-college-look_91.jpg,https://amazon.com/trendy-college-look,https://flipkart.com/trendy-college-look,https://meesho.com/trendy-college-look
Female,Ethnic,Deep Cool,Spring,27,Travel Comfort Fit,"['#F3A44A', '#84359A', '#F16C8D', '#D51061']",/static/images/travel-comfort-fit_92.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Male,Office,Medium Cool,Winter,30,Travel Comfort Fit,"['#9566D8', '#F48C83', '#AF97CF', '#5D4513']",/static/images/travel-comfort-fit_93.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Female,Festival,Medium Warm,Summer,11,Modern Summer Look,"['#1CA25A', '#7DAFEB', '#DC1085', '#FF2A6B']",/static/images/modern-summer-look_94.jpg,https://amazon.com/modern-summer-look,https://flipkart.com/modern-summer-look,https://meesho.com/modern-summer-look
Male,Casual,Light Cool,Spring,37,Wedding Royal Attire,"['#AF8231', '#BBC87B', '#A0FD7A', '#D4ED95']",/static/images/wedding-royal-attire_95.jpg,https://amazon.com/wedding-royal-attire,https://flipkart.com/wedding-royal-attire,https://meesho.com/wedding-royal-attire
Female,Wedding,Medium Warm,Spring,29,Wedding Royal Attire,"['#2F9F81', '#2690C0', '#F59EB7', '#8A83D5']",/static/images/wedding-royal-attire_96.jpg,https://amazon.com/wedding-royal-attire,https://flipkart.com/wedding-royal-attire,https://meesho.com/wedding-royal-attire
Female,Office,Deep Warm,Autumn,37,Modern Summer Look,"['#09236E', '#F5AFEE', '#0C7B12', '#1D87F1']",/static/images/modern-summer-look_97.jpg,https://amazon.com/modern-summer-look,https://flipkart.com/modern-summer-look,https://meesho.com/modern-summer-look
Female,Travel,Light Cool,Monsoon,17,Premium Party Outfit,"['#AE9A42', '#81286E', '#9C817F', '#35CAA7']",/static/images/premium-party-outfit_98.jpg,https://amazon.com/premium-party-outfit,https://flipkart.com/premium-party-outfit,https://meesho.com/premium-party-outfit
Female,Office,Olive,Winter,9,Elegant Winter Dress,"['#7D5866', '#9DE158', '#5467D4', '#B1C875']",/static/images/elegant-winter-dress_99.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Female,Party,Medium Warm,Monsoon,15,Modern Summer Look,"['#4E6F5F', '#85E277', '#803522', '#D2C0B7']",/static/images/modern-summer-look_100.jpg,https://amazon.com/modern-summer-look,https://flipkart.com/modern-summer-look,https://meesho.com/modern-summer-look
Male,Travel,Olive,Monsoon,11,Elegant Winter Dress,"['#8AAB91', '#70355E', '#7A5888', '#93EE0F']",/static/images/elegant-winter-dress_101.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Male,Travel,Light Cool,Winter,12,Premium Party Outfit,"['#BCAA56', '#176DE8', '#503B7B', '#7A666A']",/static/images/premium-party-outfit_102.jpg,https://amazon.com/premium-party-outfit,https://flipkart.com/premium-party-outfit,https://meesho.com/premium-party-outfit
Female,Office,Medium Cool,Autumn,40,Casual Street Style,"['#5CD26C', '#50C09C', '#7448F4', '#4D6A48']",/static/images/casual-street-style_103.jpg,https://amazon.com/casual-street-style,https://flipkart.com/casual-street-style,https://meesho.com/casual-street-style
Male,Office,Deep Cool,Summer,38,Wedding Royal Attire,"['#E81977', '#3CE7F3', '#D95293', '#B2337F']",/static/images/wedding-royal-attire_104.jpg,https://amazon.com/wedding-royal-attire,https://flipkart.com/wedding-royal-attire,https://meesho.com/wedding-royal-attire
Male,Festival,Medium Cool,Spring,27,Sporty Active Wear,"['#CF9A77', '#AB01E5', '#0CF9E3', '#F89D4D']",/static/images/sporty-active-wear_105.jpg,https://amazon.com/sporty-active-wear,https://flipkart.com/sporty-active-wear,https://meesho.com/sporty-active-wear
Female,Party,Light Cool,Autumn,39,Premium Party Outfit,"['#AF8EF0', '#7688D1', '#21021D', '#F3A0FB']",/static/images/premium-party-outfit_106.jpg,https://amazon.com/premium-party-outfit,https://flipkart.com/premium-party-outfit,https://meesho.com/premium-party-outfit
Male,Casual,Light Cool,Summer,20,Trendy College Look,"['#2C67F1', '#DF01C2', '#8D7168', '#E8CAA9']",/static/images/trendy-college-look_107.jpg,https://amazon.com/trendy-college-look,https://flipkart.com/trendy-college-look,https://meesho.com/trendy-college-look
Male,Party,Deep Cool,Monsoon,17,Travel Comfort Fit,"['#FE96A7', '#83F4AB', '#C6D68E', '#BEA1A7']",/static/images/travel-comfort-fit_108.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Female,Ethnic,Light Cool,Spring,32,Wedding Royal Attire,"['#A90443', '#35B7A9', '#85ED39', '#C77627']",/static/images/wedding-royal-attire_109.jpg,https://amazon.com/wedding-royal-attire,https://flipkart.com/wedding-royal-attire,https://meesho.com/wedding-royal-attire
Male,Office,Light Warm,Autumn,27,Casual Street Style,"['#0B7057', '#38D993', '#9D3D6E', '#9384F3']",/static/images/casual-street-style_110.jpg,https://amazon.com/casual-street-style,https://flipkart.com/casual-street-style,https://meesho.com/casual-street-style
Female,Office,Deep Cool,Summer,29,Sporty Active Wear,"['#BADDDE', '#D67DAD', '#61266A', '#CD7FD3']",/static/images/sporty-active-wear_111.jpg,https://amazon.com/sporty-active-wear,https://flipkart.com/sporty-active-wear,https://meesho.com/sporty-active-wear
Male,Party,Deep Warm,Monsoon,34,Ethnic Festive Wear,"['#D7D297', '#D7AF24', '#4ECC56', '#38A383']",/static/images/ethnic-festive-wear_112.jpg,https://amazon.com/ethnic-festive-wear,https://flipkart.com/ethnic-festive-wear,https://meesho.com/ethnic-festive-wear
Male,Casual,Light Warm,Autumn,12,Classic Office Outfit,"['#432CFA', '#408E22', '#A2C027', '#5A1947']",/static/images/classic-office-outfit_113.jpg,https://amazon.com/classic-office-outfit,https://flipkart.com/classic-office-outfit,https://meesho.com/classic-office-outfit
Male,Office,Light Warm,Autumn,26,Travel Comfort Fit,"['#63A413', '#477E76', '#3C863C', '#A1A36C']",/static/images/travel-comfort-fit_114.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Female,College,Light Cool,Monsoon,33,Modern Summer Look,"['#EBF74B', '#F96EC5', '#BA3A7A', '#1CBA9E']",/static/images/modern-summer-look_115.jpg,https://amazon.com/modern-summer-look,https://flipkart.com/modern-summer-look,https://meesho.com/modern-summer-look
Male,Travel,Deep Warm,Monsoon,30,Premium Party Outfit,"['#E71EF7', '#EE9665', '#EEAA97', '#48C4DA']",/static/images/premium-party-outfit_116.jpg,https://amazon.com/premium-party-outfit,https://flipkart.com/premium-party-outfit,https://meesho.com/premium-party-outfit
Female,Ethnic,Deep Cool,Spring,37,Ethnic Festive Wear,"['#3B21BE', '#08FA04', '#55467C', '#A08919']",/static/images/ethnic-festive-wear_117.jpg,https://amazon.com/ethnic-festive-wear,https://flipkart.com/ethnic-festive-wear,https://meesho.com/ethnic-festive-wear
Male,Casual,Light Warm,Autumn,17,Casual Street Style,"['#8C5D67', '#89D688', '#D187A5', '#A42757']",/static/images/casual-street-style_118.jpg,https://amazon.com/casual-street-style,https://flipkart.com/casual-street-style,https://meesho.com/casual-street-style
Male,Wedding,Medium Cool,Summer,28,Trendy College Look,"['#78F960', '#8D8615', '#060F03', '#58F746']",/static/images/trendy-college-look_119.jpg,https://amazon.com/trendy-college-look,https://flipkart.com/trendy-college-look,https://meesho.com/trendy-college-look
Female,Date,Deep Warm,Monsoon,25,Trendy College Look,"['#AF32A9', '#C8B401', '#3005AA', '#05E1A4']",/static/images/trendy-college-look_120.jpg,https://amazon.com/trendy-college-look,https://flipkart.com/trendy-college-look,https://meesho.com/trendy-college-look
Female,College,Deep Warm,Monsoon,26,Trendy College Look,"['#97C58C', '#7DFFB3', '#C97850', '#A98F76']",/static/images/trendy-college-look_121.jpg,https://amazon.com/trendy-college-look,https://flipkart.com/trendy-college-look,https://meesho.com/trendy-college-look
Female,Date,Light Cool,Monsoon,11,Trendy College Look,"['#8DF2B0', '#543E0C', '#8134D5', '#325775']",/static/images/trendy-college-look_122.jpg,https://amazon.com/trendy-college-look,https://flipkart.com/trendy-college-look,https://meesho.com/trendy-college-look
Female,Wedding,Deep Cool,Spring,26,Travel Comfort Fit,"['#8DCD50', '#DB8EE7', '#13DBCC', '#5007B4']",/static/images/travel-comfort-fit_123.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Male,College,Light Warm,Monsoon,17,Ethnic Festive Wear,"['#771343', '#9D71B4', '#9479E7', '#C88DB3']",/static/images/ethnic-festive-wear_124.jpg,https://amazon.com/ethnic-festive-wear,https://flipkart.com/ethnic-festive-wear,https://meesho.com/ethnic-festive-wear
Female,Wedding,Medium Warm,Spring,39,Wedding Royal Attire,"['#36F15C', '#645120', '#E9AC41', '#15C5F3']",/static/images/wedding-royal-attire_125.jpg,https://amazon.com/wedding-royal-attire,https://flipkart.com/wedding-royal-attire,https://meesho.com/wedding-royal-attire
Male,Festival,Medium Cool,Monsoon,29,Ethnic Festive Wear,"['#C37635', '#7F9F27', '#EAF609', '#4C8D07']",/static/images/ethnic-festive-wear_126.jpg,https://amazon.com/ethnic-festive-wear,https://flipkart.com/ethnic-festive-wear,https://meesho.com/ethnic-festive-wear
Male,Date,Olive,Winter,28,Travel Comfort Fit,"['#12F1D6', '#AEDFD4', '#4B9C03', '#51E819']",/static/images/travel-comfort-fit_127.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Male,Date,Light Warm,Autumn,32,Travel Comfort Fit,"['#6AB671', '#875604', '#1F2ACE', '#84394F']",/static/images/travel-comfort-fit_128.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Female,Casual,Light Warm,Summer,30,Ethnic Festive Wear,"['#33745D', '#A8F84A', '#F837EC', '#0317FE']",/static/images/ethnic-festive-wear_129.jpg,https://amazon.com/ethnic-festive-wear,https://flipkart.com/ethnic-festive-wear,https://meesho.com/ethnic-festive-wear
Male,Office,Medium Cool,Spring,16,Elegant Winter Dress,"['#92BCFC', '#319D1B', '#0C65CF', '#E552F9']",/static/images/elegant-winter-dress_130.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Female,Date,Medium Cool,Autumn,10,Casual Street Style,"['#0ADFB9', '#5635A5', '#F072B0', '#D8B07D']",/static/images/casual-street-style_131.jpg,https://amazon.com/casual-street-style,https://flipkart.com/casual-street-style,https://meesho.com/casual-street-style
Female,Office,Light Warm,Monsoon,34,Sporty Active Wear,"['#207E33', '#B7B2E6', '#102384', '#AA1A82']",/static/images/sporty-active-wear_132.jpg,https://amazon.com/sporty-active-wear,https://flipkart.com/sporty-active-wear,https://meesho.com/sporty-active-wear
Male,Travel,Light Cool,Spring,7,Elegant Winter Dress,"['#E6590E', '#B10210', '#8C3B62', '#2DF7D7']",/static/images/elegant-winter-dress_133.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Female,Festival,Olive,Monsoon,26,Classic Office Outfit,"['#C006C2', '#DF033F', '#CAF877', '#D306D4']",/static/images/classic-office-outfit_134.jpg,https://amazon.com/classic-office-outfit,https://flipkart.com/classic-office-outfit,https://meesho.com/classic-office-outfit
Male,Ethnic,Medium Warm,Summer,26,Premium Party Outfit,"['#2BE6D0', '#40DDE7', '#523133', '#131F1B']",/static/images/premium-party-outfit_135.jpg,https://amazon.com/premium-party-outfit,https://flipkart.com/premium-party-outfit,https://meesho.com/premium-party-outfit
Male,Festival,Deep Warm,Monsoon,38,Premium Party Outfit,"['#005C13', '#D14BF3', '#D23807', '#7C602C']",/static/images/premium-party-outfit_136.jpg,https://amazon.com/premium-party-outfit,https://flipkart.com/premium-party-outfit,https://meesho.com/premium-party-outfit
Male,Festival,Deep Cool,Summer,38,Casual Street Style,"['#C8F0AD', '#A15D25', '#7E7C4D', '#46F027']",/static/images/casual-street-style_137.jpg,https://amazon.com/casual-street-style,https://flipkart.com/casual-street-style,https://meesho.com/casual-street-style
Female,Ethnic,Light Warm,Winter,28,Ethnic Festive Wear,"['#0E6801', '#80772D', '#6A41E5', '#419BBB']",/static/images/ethnic-festive-wear_138.jpg,https://amazon.com/ethnic-festive-wear,https://flipkart.com/ethnic-festive-wear,https://meesho.com/ethnic-festive-wear
Female,Casual,Light Warm,Autumn,35,Sporty Active Wear,"['#8C5CD7', '#0E24C1', '#A920F9', '#F1A511']",/static/images/sporty-active-wear_139.jpg,https://amazon.com/sporty-active-wear,https://flipkart.com/sporty-active-wear,https://meesho.com/sporty-active-wear
Female,Festival,Deep Warm,Spring,14,Trendy College Look,"['#A13DAC', '#88C279', '#526711', '#BE456A']",/static/images/trendy-college-look_140.jpg,https://amazon.com/trendy-college-look,https://flipkart.com/trendy-college-look,https://meesho.com/trendy-college-look
Female,College,Light Warm,Spring,20,Elegant Winter Dress,"['#3222E8', '#502A97', '#2D16A4', '#98B9BC']",/static/images/elegant-winter-dress_141.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Female,Travel,Medium Warm,Monsoon,28,Travel Comfort Fit,"['#3CD29B', '#30701B', '#84B232', '#F2A90B']",/static/images/travel-comfort-fit_142.jpg,https://amazon.com/travel-comfort-fit,https://flipkart.com/travel-comfort-fit,https://meesho.com/travel-comfort-fit
Male,Festival,Olive,Monsoon,7,Elegant Winter Dress,"['#2006F6', '#1B9B61', '#764D01', '#EE3570']",/static/images/elegant-winter-dress_143.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Male,Office,Light Cool,Autumn,10,Elegant Winter Dress,"['#5E59E5', '#9CB40A', '#1EA51A', '#BCE19D']",/static/images/elegant-winter-dress_144.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Female,Travel,Medium Warm,Spring,15,Classic Office Outfit,"['#E6BAFB', '#C7282E', '#35E01E', '#26B983']",/static/images/classic-office-outfit_145.jpg,https://amazon.com/classic-office-outfit,https://flipkart.com/classic-office-outfit,https://meesho.com/classic-office-outfit
Male,Festival,Deep Cool,Winter,18,Elegant Winter Dress,"['#78755F', '#35ACD0', '#AC194A', '#2EBDC2']",/static/images/elegant-winter-dress_146.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Male,Festival,Light Cool,Summer,39,Modern Summer Look,"['#3F803A', '#F6DCC1', '#50D4F1', '#36F28D']",/static/images/modern-summer-look_147.jpg,https://amazon.com/modern-summer-look,https://flipkart.com/modern-summer-look,https://meesho.com/modern-summer-look
Male,Wedding,Deep Cool,Winter,36,Ethnic Festive Wear,"['#0B6B0A', '#962CF2', '#605E5F', '#D67FB3']",/static/images/ethnic-festive-wear_148.jpg,https://amazon.com/ethnic-festive-wear,https://flipkart.com/ethnic-festive-wear,https://meesho.com/ethnic-festive-wear
Male,Ethnic,Light Warm,Summer,38,Modern Summer Look,"['#8D797F', '#71079D', '#D1E53B', '#80C2A3']",/static/images/modern-summer-look_149.jpg,https://amazon.com/modern-summer-look,https://flipkart.com/modern-summer-look,https://meesho.com/modern-summer-look
Male,Party,Olive,Winter,16,Elegant Winter Dress,"['#54E447', '#6916A6', '#4D857D', '#482BDA']",/static/images/elegant-winter-dress_150.jpg,https://amazon.com/elegant-winter-dress,https://flipkart.com/elegant-winter-dress,https://meesho.com/elegant-winter-dress
Male,Casual,Light Warm,Monsoon,27,Wedding Royal Attire,"['#7E8917', '#F7FC1C', '#F6E809', '#44AC51']",/static/images/wedding-royal-attire_151.jpg,https://amazon.com/wedding-royal-attire,https://flipkart.com/wedding-royal-attire,https://meesho.com/wedding-royal-attire
