gender,occasion,skin_tone,season,temperature,outfit_name,color_palette,image_url,amazon_link,flipkart_link,meesho_link
Male,Wedding,Light Cool,Autumn,20,Winter Party Outfit,"['#D35400', '#A04000', '#E59866', '#FAD7A0']",https://images.openai.com/thumbnails/url/2rr2OXicDclvD0JAHADgT5Q_N1ZsrSWjuqGwyBvTz4XqOO6W8nH6Vn2bet4-308tBOOmLJMWhjcTpJyJS6tKFReFaECCjsq87hhr2mrVL_9nrv3ScCFkRA8q0Lfn0dMViBmqI3cHIMr0NM8DehUWp4AKN8hJmkGJDSAjjmmFsO1rT2isKbL2_UOJNoX2UsitybywRsfE6e52gqf-sCCaOjh28gNXzznT,https://in.kalkifashion.com/products/rust-banarasi-silk-kurta-jacket-set-for-men-with-embroidery?utm_source=chatgpt.com,https://www.utsavfashion.com/product/embroidered-georgette-sherwani-in-orange-mte1656-fh23?geoip_country=in&utm_source=chatgpt.com,https://www.flipkart.com/uathayam-men-shirt-dhoti-dupatta-set/p/itm5c5d818b06c5f?pid=ETHHG7WZYXWQYYAB&lid=LSTETHHG7WZYXWQYYABJ6XP9P&marketplace=FLIPKART&utm_source=chatgpt.com
Male,Party,Light Cool,Autumn,26,Winter Party Outfit,"['#4E723D', '#46016B', '#9BDC5E', '#82B358']",https://images.openai.com/thumbnails/url/WtGQ53icDcnbDoIgAADQL0ox07CtNVyZrXVdU-mlqXijVBTI6Kv6nf6mzuv5fkohGJ_petakvWIiIyORNGOt4CIWVaqlba3zsmWsaopFN__fDO2Js04v7sEBwR3SMxuiG1ya8XAGaErdhO5yblqMPNTbOZ6CjkdJgPon58YW5EZ2BT5XEZMY0nDrozcO2cSMSbJ6hdArLSlJnUklB2dzf3YbO-ynR-RjuxLYk4Y6_QCydD93,https://allensolly.abfrl.in/p/men-purple-slim-fit-solid-party-three-piece-suit-39669096.html?utm_source=chatgpt.com,https://www.myntra.com/suits/louis+philippe/louis-philippe-men-self-design-checked-single-breasted-slim-fit-3-piece-formal-suit/22672942/buy?utm_source=chatgpt.com,https://louisphilippe.abfrl.in/p/men-olive-super-slim-fit-solid-formal-two-piece-suit-39709718.html?size=38&utm_source=chatgpt.com
Male,Wedding,Light Cool,Autumn,27,Winter Party Outfit,"['#C86D05', '#13354C', '#735AEA', '#F66300']",https://ihtifal.in/cdn/shop/files/orangesherwani12.jpg?v=1749542253,https://ihtifal.in/products/orange-sherwani-with-hand-embroidery?variant=51422471422266&country=IN&currency=INR&utm_source=chatgpt.com,https://www.royalexport.in/product/sunset-orange-cotton-sequin-kurta-set-for-haldi-ce-9841?utm_source=chatgpt.com,https://www.ajio.com/vastramay-sherwani-with-dhoti-pants/p/461098847_orange?utm_source=chatgpt.com#gmf
Female,Wedding,Light Warm,Winter,16,Winter Party Outfit,"['#2C3E50', '#AFCBFF', '#E8F4FD', '#ECF0F1']",https://www.koskii.com/cdn/shop/products/koskii-sky-blue-sequins-net-designer-gown-gnrm0022034_sky_blue_1.jpg?v=1662706502&width=1080,https://www.royalexport.in/product/buy-sky-blue-color-soft-net-gown-with-sequence-emb-789?utm_source=chatgpt.com,https://seemagujral.com/products/ice-blue-pearl-gown?variant=43797196210418&country=IN&currency=INR&utm_source=chatgpt.com,https://daabujaipur.com/products/navy-blue-sequins-embroidered-net-engagement-gown?variant=45336550408373&country=IN&currency=INR&utm_source=chatgpt.com
Male,Travel,Light Warm,Summer,33,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",https://images.openai.com/thumbnails/url/fNaug3icDcnrEoFAFADgJ1JbNMWMMdJFVCgG_dOepstoW_Yo9VRex9vw_f2-nwKRi5ksZ4w-e44ZjDBlRMoF3rCkEm1qWRQN5yXLF4_5_2bLEKYujb1zbE4gAVLr1mjAhuT3w3in7qPsoNS96r-ZXyWwnerDmqIIK60SDofH5IjgXfk1MIQevFrD7CyhVTYnVky2Yez44IrTioGp2k57iTbIV6mmFKe8NcKi97sfftM-WA,https://www.snitch.com/men-shirts/pastel-pink-linen-blend-slim-fit-shirt-4mss3977-01/8608756400290/buy?utm_source=chatgpt.com,https://www.amazon.in/Urbano-Fashion-Pastel-Regular-shirtsolreg-01-pstgreen-s/dp/B0DHZN4SND?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A1WYWER0W24N8S&utm_source=chatgpt.com&th=1&psc=1,https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-men-sage-green-solid-casual-cotton-linen-shirt/17353094/buy?utm_source=chatgpt.com
Male,Travel,Medium Cool,Spring,18,Summer Casual Outfit,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",https://images.openai.com/thumbnails/url/PyU2f3icDcndEkJAGADQJ8IwScw0DcrPlp9mal0a1loSu_FNg6fqdXqbOrfn-2kAxGQpCh3IuAiglQTloMlsggJaIhPeK1PDhWgHdnjt_2fZcWX65GYSycBdHUkUa_7FDez4YaebRMpHzwwd8GMuxihEiJoFR106aITOM3uWC2DmbNmIgv5IU1g6suMqeDlOHHoK1DpzWRHodz_rkmlFhlgbB7e69m4rbpzX6w9gcT6D,https://www.snitch.com/men-shirts/slim-fit-viscose-pastel-pink-shirt-4mss3993-03/8661209514146/buy?utm_source=chatgpt.com,https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-men-sage-green-solid-casual-cotton-linen-shirt/17353094/buy?utm_source=chatgpt.com,https://www.amazon.in/Urbano-Fashion-Pastel-Regular-shirtsolregut-03-pstgreen-l/dp/B0DJYJHVWK?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A1WYWER0W24N8S&utm_source=chatgpt.com&th=1&psc=1
Male,Travel,Deep Warm,Spring,18,Summer Casual Outfit,"['#2E9DE5', '#D0094B', '#9FD3C9', '#CDFBB3']",https://images.openai.com/thumbnails/url/yD1xE3icDclJDoIwFADQEzFF0EpiDEIckDCJYtgYKGVSSvE3Yo_jsbyNvu37fhrOGZiKQih-CsZJKfGCqnINPOctlvHQK9AMjLW0Xo-r_5mWXy53OAKXoj6KxxhcyVZBS-w5h3d-vF9bHM9IqYZwypKM64YUGmlaSS_UWY61CIQ_akGLId0U-85jW-E8MhtF7HzxqCq8qtOJIdCtP7AsmfzpB_HuOVM,https://www.flipkart.com/urbano-fashion-men-solid-casual-light-blue-shirt/p/itmc4d731c2df708?pid=SHTHBEJUVFVGGV4Y&lid=LSTSHTHBEJUVFVGGV4YWL5T4B&marketplace=FLIPKART&utm_source=chatgpt.com,https://www.amazon.in/Snitch-Aurelio-Plain-Linen-Shirts/dp/B0DB7V137L?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A2GOZ2HGDN62QU&utm_source=chatgpt.com&th=1&psc=1,https://www.myntra.com/shirts/roadster/the-roadster-lifestyle-co-men-light-blue-solid-regular-fit-chambray-casual-shirt/15557590/buy?utm_source=chatgpt.com
Male,Travel,Medium Warm,Summer,31,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",https://images.openai.com/thumbnails/url/7WBPOXicDclhCoIwGADQE6mjmVIQYQ5KysqJZf2RNU0nta38jNypuk63qff3fT8NgO6mjlNJ_hw0VKUFF4nsugMGgttc3Z2uUVoLWc8fs_9Ng205WfKkN_WiT0hIwOzoa68y7PYGUhK7qag3VspOHovH60KhnF50K84c3_qmzbkJsbwVGLHV0io3I-KJgKJIZFnEPbiizB_8uwJcpKxoj_Ghiiwah93bpSUzJvgBr5c-iQ,https://funkybabaji.com/products/mint-green-textured-shirt?variant=48227875455294&country=IN&currency=INR&utm_source=chatgpt.com,https://www.myntra.com/shirts/highlander/highlander-men-dusty-mint-solid-cuban-collar-relaxed-soft-shirt/30013985/buy?utm_source=chatgpt.com,https://www.amazon.in/YUGENTO-Light-Yellow-Cotton-Casual/dp/B0FW4P5N9T?utm_source=chatgpt.com&th=1&psc=1
Male,Casual,Olive,Summer,29,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",https://images.openai.com/thumbnails/url/rNvqBHicDcndEoFAGADQJ6JJymbGGNIyixDRdGO0rf3WT7V2ST2V1_E2nNvz_YDWpeobBsvpoy41y1o6zTttrvRJC9qmxd1QUJSlyPlQDv7XHwWZO6WhXYXKE4fRKbBrWVnxouWj5yZdpGEjt37DLuzhJXv-BsBnnIzVdU1wRMxiljmWUK9ayB0gN34TYh2XzvxWMdQJTOByjVFz93dQ2CoCtyfICkVdPrFgsiXO5gfQKj50,https://www.snitch.com/men-shirts/yellow-linen-blend-slim-fit-shirt-4mss3977-08/8614331351202/buy?utm_source=chatgpt.com,https://www.myntra.com/shirts/roadster/the-roadster-lifestyle-co-solid-cotton-linen-regular-fit-shirt/33966397/buy?utm_source=chatgpt.com,https://thehouseofrare.com/products/silken-mens-shirt-pastel-yellow?utm_source=chatgpt.com
Female,Travel,Deep Warm,Spring,25,Summer Casual Outfit,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",https://images.openai.com/thumbnails/url/ybSg8XicDcnbCoIwAADQL5qXylIhwoRN0aaLLtqL6LxMozlzkPZXfU5_U-f1fD9MSjHaqlpx-pyFrEogC64pzShz2VKF9g91ZL0QLW92w_Z_toNLC9GjifJlpgGC4RK6AK3vEcNY6mYro-xKHZ8bSd16c5xtFujquW8jPRljsEqIp5XENPsYlqgbCkCMjoQX5O5hzUiTTvDwxiAJ2X3F-PlhTZ2exbdA-ETXIuclyA8VKjyW,https://www.myntra.com/tops/rare/rare-mint-green-top-with-ruffled-detail/1109330/buy?utm_source=chatgpt.com,https://www.meesho.com/new-stylish-mint-green-floral-v-neck-top/p/a9rlg9?utm_source=chatgpt.com,https://www.flipkart.com/mint-street-casual-solid-women-green-top/p/itmb9f19889f23ea?pid=TOPHYVVTUGEZJNND&lid=LSTTOPHYVVTUGEZJNNDOJGZR0&marketplace=FLIPKART&utm_source=chatgpt.com
Female,Travel,Light Warm,Summer,37,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",https://images.openai.com/thumbnails/url/D_WoY3icDcnbEkJAAADQL8IDXZhpGo1rUiTavLFYhN3YJb6q3-lv6rye76eklAyKIOQd7GdC84yjaSfyaKAJrSAPcSsMJSak6tD-tfufop4z2YTB6HuVUYusHiVWOM0tjv1wdTlYUWp0Xkhl4CAdsMocXZlAcILNA6QYReuNmtR3J1j87dQDPHNeq8-ZPasyd7Siwndx5gCjbOzSDTVkvRf0ZFjLpUWy82tAph_nuD__,https://www.myntra.com/tops/max/max-women-round-neck-top/32488328/buy?utm_source=chatgpt.com,https://www.amazon.in/Trend-Arrest-ed-Womens-Smocked-Sleeve/dp/B0F6YWK6H8?utm_source=chatgpt.com&th=1&psc=1,https://www.amazon.in/Style-Quotient-Yellow-Casual-Regular/dp/B0DGTY6376?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A1WYWER0W24N8S&utm_source=chatgpt.com&th=1&psc=1
Female,Travel,Medium Warm,Spring,24,Summer Casual Outfit,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",https://images.openai.com/thumbnails/url/QEnR0HicDcnbCoIwAADQL8pLZKYQYa2UdHkphHyROS-TcNNtaPpR_U9_U-f1fD9Eyl7YqlpRzOdeVuVKFlRTGiGRbLGCWacKwvq-pc1h2P_Pdm6l5eJ4Qa-cQV5sdd_cPBM8aaaxNMxfMi8za5fcpzoCkO248y7RxeIRzR9DweMjrAIWBpOInVQsIYjAGaFR524AwUq7E0LjtEgMHx-7-bqG0SmUCRhNa0ZeN_8ARsU-UA,https://www.flipkart.com/dream-beauty-fashion-casual-solid-women-brown-top/p/itm2239f23fa2cd2?pid=TOPH2GGBZE3KH3GF&lid=LSTTOPH2GGBZE3KH3GF3YB95T&marketplace=FLIPKART&utm_source=chatgpt.com,https://littleboxindia.com/products/cottagecore-bell-sleeve-top-in-blue-cream?variant=51101037625631&country=IN&currency=INR&utm_source=chatgpt.com,https://www.myntra.com/tops/happiness+istanbul/happiness-istanbul-top/27668140/buy?utm_source=chatgpt.com
Male,Casual,Deep Cool,Summer,40,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",https://images.openai.com/thumbnails/url/g-vLh3icDclhCoIwGADQE5kuy1oQIZZWo2Ulgv4ZNW1aTGd-ajtWx-k29f6-76cAUO3CNPOKv7SCPDPgVlkj0cIVSj7itTTbolaqrMSqWf5v4dIMBzyyiXhhaRw95N3LaBwZz0SyEGiI9rAdd75mAetD0TvxjFgzSvAJpYEers6gqSQNuMF8M0F2ZT8tdmEoXmNfbpwyEQnZ0d05fXRoPp0MJ609H79Rz_dF2Kvu8ANe_D1S,https://www.snitch.com/men-shirts/slim-fit-viscose-pastel-pink-shirt-4mss3993-03/8661209514146/buy?utm_source=chatgpt.com,https://www.amazon.in/Urbano-Fashion-Pastel-Regular-shirtsolregut-03-pstgreen-l/dp/B0DJYJHVWK?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A1WYWER0W24N8S&utm_source=chatgpt.com&th=1&psc=1,https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-men-sage-green-solid-casual-cotton-linen-shirt/17353094/buy?utm_source=chatgpt.com
Male,Casual,Olive,Summer,31,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",https://images.openai.com/thumbnails/url/NM4zinicDclLDoIwFADAEyEKEq2JMURE-UgFbQQ2BgopGIVin_xO5XW8jc52vp8CgIuVLOcVfQ0c8kyCtFImTEACJZ3Q-imLoua8rNimWf9vpXsZ2tOLbSGbBJqbcBcG-4wJ143wXLceYA1N3XEXE-WaamowFpII7l7odAVRTwddstPOMZcPDLOliC6JG7fG1kFVaEUwP74OyLr1DStrE6OU9obis71ZNnzxfhMP-z9Y_z30,https://www.snitch.com/men-shirts/slim-fit-core-lab-oxford-light-yellow-shirt-4mcr1005-03/8635587166370/buy?utm_source=chatgpt.com,https://www.myntra.com/shirts/rare+rabbit/rare-rabbit-men-bendict-regular-fit-opaque-shirt/29318562/buy?utm_source=chatgpt.com,https://www.myntra.com/shirts/roadster/the-roadster-lifestyle-co-men-mint-green-solid-mandarin-collar-regular-fit-denim-casual-shirt/15557622/buy?utm_source=chatgpt.com
Female,Travel,Deep Cool,Spring,23,Summer Casual Outfit,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",https://images.openai.com/thumbnails/url/F1iuSHicDcndEoFAGADQJ6KstiYzxjQMk59YQrox9mvVhvWxq_JWXsfbcG7P91MYg7pnWULB841GZC3DFWnn2pyMhDbcb5Yu7ohS5YNH_3-9IMr8CWwWMUtPsVPrYCnsfTKcj5F2V1W2w2ZWQ-cowUm8NTkYX7kpsuQ1HS3gXeXMnbJmZhNOhv44BL-80nmkguh27gRIebpVE33hymGwKVdeGQtJPVIV2LJlIcP8B2-APd4,https://amazon.com/summer-casual-outfithttps://www.amazon.in/Madame-Mint-Regular-Top-Women/dp/B0CH331DZV?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A1WYWER0W24N8S&utm_source=chatgpt.com&th=1&psc=1,https://athenalifestyle.com/products/athena-stylish-mint-green-power-shoulders-top?variant=40980962902063&country=IN&currency=INR&utm_source=chatgpt.com,https://www.myntra.com/tops/janasya/janasya-womens-mint-green-linen-cotton-solid-a-line-top/33011308/buy?utm_source=chatgpt.com
Female,Travel,Olive,Spring,18,Summer Casual Outfit,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",https://images.openai.com/thumbnails/url/LrYQHnicDclJDoIwFADQEwmEKgqJMUVUwCFGlMGNgZY5lGq_Ah7K-3gbfdv3_RQAXBiynDLyGDikdAQJU6RcQAwlkUjbyKJoOS9ZvrjP_2fgA9U3xJvSmDpM99Crdp1uiW6HZIBrGWXurhuft-rLbbSjhS5c829n08Y-ChS-rxk18YTsIVy7qylt-ret2G2NH1bWxOKp4qqzWZGgkX-N7qF1hKLq34ElZlUbKvXpBwk1Pic,https://www.amazon.in/Leriya-Fashion-Shirts-Women-Oversized/dp/B0CZL8PSR4?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A1WYWER0W24N8S&utm_source=chatgpt.com&th=1&psc=1,https://littleboxindia.com/products/crew-neck-cinched-waist-asymmetrical-long-sleeve-top-in-baby-pink?variant=51101332504863&country=IN&currency=INR&utm_source=chatgpt.com,https://www.amazon.in/Janasya-Womens-Georgette-Floral-JNE4047-TP-RE-L/dp/B0DYYTDQBM?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A1WYWER0W24N8S&utm_source=chatgpt.com&th=1&psc=1
Female,Casual,Light Cool,Spring,22,Summer Casual Outfit,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",https://images.openai.com/thumbnails/url/GZRWYHicDclZDkNAAADQE9lKUEnTkNROler2I8xMEdtgqjhVr9PbtO_3fT8FIXhUGAa1YFgwQZAiWcvR-UhSUgIadA0zFh3GZZvv-93_FNWHWwOEiVaKsG4kT1-oNtVd0cI1jDOZNXhOlxsj8G89a9nr8R51B-2ZN1ZVodcAEhSlVcJ6oar3s5Dwl16cTFDZQaiei3xytYc3I2fccHxnvkMWn9YrdOPBkUBczoL6A30APmQ,https://www.flipkart.com/kotty-casual-solid-women-yellow-top/p/itm8e4f2f40c74df?pid=TOPHAGHJSFBGZ5D5&lid=LSTTOPHAGHJSFBGZ5D5DRICJI&marketplace=FLIPKART&utm_source=chatgpt.com,https://www.myntra.com/tops/rare/rare-mint-green-sheer-top/1314323/buy?utm_source=chatgpt.com,https://www.myntra.com/tops/dressberry/dressberry-women-mint-green-solid-shirt-style-top/13179758/buy?utm_source=chatgpt.com
Male,Travel,Light Warm,Summer,34,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",https://images.openai.com/thumbnails/url/7WBPOXicDclhCoIwGADQE6mjmVIQYQ5KysqJZf2RNU0nta38jNypuk63qff3fT8NgO6mjlNJ_hw0VKUFF4nsugMGgttc3Z2uUVoLWc8fs_9Ng205WfKkN_WiT0hIwOzoa68y7PYGUhK7qag3VspOHovH60KhnF50K84c3_qmzbkJsbwVGLHV0io3I-KJgKJIZFnEPbiizB_8uwJcpKxoj_Ghiiwah93bpSUzJvgBr5c-iQ,https://www.myntra.com/shirts/snitch/snitch-men-light-green-textured-casual-shirt/36688669/buy?utm_source=chatgpt.com,https://www.urbanofashion.com/products/urbano-fashion-mens-pastel-green-cotton-full-sleeve-regular-fit-casual-solid-shirtshirtsolreg-01-pstgreen?variant=50131064750396&utm_source=chatgpt.com,https://www.amazon.in/YUGENTO-Light-Yellow-Cotton-Casual/dp/B0FW4P5N9T?utm_source=chatgpt.com&th=1&psc=1
Male,Travel,Olive,Spring,21,Summer Casual Outfit,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",https://images.openai.com/thumbnails/url/AbHjNXicDcn_DkJAAADgJ_KjiYutNUWMZSpl_NM4nBvnDpfooXqf3qa-f7_vp-acjYYklR0cFsbLQuB5p4ho5BnHUISUSGNNGcMd2vXb_xlmUOgOPKNE74r4nU1kRkudorisNqtbrA2QgbsZUWzXDBC3T_LAmy_Y5yfnmBEFhb6_tO2LL3nSUwtEzVt9Cl7rZNfcw5TJkfVIfZDuS-JWwNFC3T70k9w0LVbX9Ae5nT9q,https://www.flipkart.com/snitch-men-solid-casual-pink-shirt/p/itmd9d7fac9d6dbf?pid=SHTHCDYDBVHATM2D&lid=LSTSHTHCDYDBVHATM2DXRCBWM&marketplace=FLIPKART&utm_source=chatgpt.com,https://www.myntra.com/shirts/the+indian+garage+co/the-indian-garage-co-men-comfort-casual-shirt/17357440/buy?utm_source=chatgpt.com,https://www.yok.co.in/products/mens-pastel-shirt?variant=44525858521277&country=IN&currency=INR&utm_source=chatgpt.com
Female,Casual,Medium Cool,Spring,22,Summer Casual Outfit,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",https://www.vastradi.com/cdn/shop/files/Aqua-Blue-Colour-Crepe-Readymade-Top-VSTP1110835_2887a5c2-ab7c-4cb2-a0af-b2822687e8fe.jpg?v=1748855562,https://www.meesho.com/women-stylish-flower-mandarin-aqua-blue-printed-top-reyon-for-women-and-girls/p/6wufbm?utm_source=chatgpt.com,https://www.myntra.com/tops/rare/rare-mint-green-top-with-ruffled-detail/1109330/buy?utm_source=chatgpt.com,https://www.myntra.com/tops/globus/globus-mint-green-self-design-square-neck-flared-sleeves-top/23399786/buy?utm_source=chatgpt.com
Male,Casual,Medium Cool,Spring,18,Summer Casual Outfit,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",https://images.openai.com/thumbnails/url/eNqx-XicDclRCoIwAADQE6VJliZEqB820GkjavQjcw43a266Ueihuk-3qff7vh9urTaR67KBTrO2rF3ZZlg7nbHECupQJV3DldZi6I7j4X9RDNt9RlHBt6C659d2nKF3SX0MesV2MvAqaqV4KkGmWMJkKVn57s5j_sg8EBgfDDVO6t40MtR9MyKNCpyIkwlgmscz0SbL0Sbhyl-lU7EUoYQ3hNFM4tJfXv0PSic-pg,https://campussutra.com/products/mens-pale-yellow-textured-weave-shirt_csmssrt6730?variant=45151879299330&utm_source=chatgpt.com,https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-pure-cotton-casual-shirt/33142057/buy?utm_source=chatgpt.com,https://thehouseofrare.com/products/harmin-mens-shirt-pastel-yellow?variant=41073109073991&utm_source=chatgpt.com
Male,Casual,Medium Cool,Summer,29,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",https://images.openai.com/thumbnails/url/eFpWHnicDcnbDoIgAADQLyrRdKVba9l9hTkzvLy4BEMrUBRm_lW_09_UeT3fTyll0zmaVnDcDo0syEjmHIxpJ2-ywmNcM60r66apOF2I-f-cpUfsHQ78NDT1xCRnP7Rdw_X8vcxPMVAraglGssSaiEPYXvHmchqmSaG2LUJ6FSuzdwdxg0RlvIQzwBTQAwLR5r0fDu0TWfABX8ma2Tn1DFtEkQGOrLqfFeXpZNT1P2DRPks,https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-men-standard-cotton-casual-shirt/31583583/buy?utm_source=chatgpt.com,https://www.flipkart.com/snitch-men-solid-casual-yellow-shirt/p/itma65e68ee153b8?pid=SHTHBJ2YGZZTRU6Y&lid=LSTSHTHBJ2YGZZTRU6YGUKHOI&marketplace=FLIPKART&utm_source=chatgpt.com,https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-pure-cotton-casual-shirt/33142057/buy?utm_source=chatgpt.com
Female,Travel,Deep Warm,Spring,18,Summer Casual Outfit,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",https://images.openai.com/thumbnails/url/Xdhwh3icDclJDoIwAADAFwGxaggkxiCyyaLIEvVioMUClVKkIcCr_I6_kcOc5vctOWe9KkkFhZ-J8QIJPKdAxD3PeAVF2DZSX7aMVRTvu91yqhYgxYKxnYQA8wwwSyApHvUX1KCdDZuu8qshYjYmCy0ADtU92SdBYqC3Dq--jzynBF1t1Gi6mfK6NZ_bORgf09xQk2pGe0HOOc3RKRXuJBpXRkJcBbJQPsape8B_xK8-6g,https://madameonline.com/products/m3s18704-mint?variant=42935609491544&country=IN&currency=INR&utm_source=chatgpt.com,https://www.myntra.com/tops/rare/rare-mint-green-top-with-ruffled-detail/1109330/buy?utm_source=chatgpt.com,https://www.meesho.com/new-stylish-mint-green-floral-v-neck-top/p/a9rlg9?utm_source=chatgpt.com
Male,Travel,Deep Cool,Summer,28,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",https://images.openai.com/thumbnails/url/JJBx0nicDcltDoIgAADQE6X2QU231jJNMS1dzdVPJURMBYWpdKqu023q_X3fTyklF5au4xb1ikv8nMm8NTQiZCYp0hBrdFEyzmlLdt32f9b-_DQ9lOyXeOOtw6nuLvTYO4lB528ZrDJ6BxCOvspvfVxFcXHt1MIfcTQGReOasWsyyBnO_eGFbHCEBw5VkE4ucAisswC4vfFuUoaHZiBC2DP8kMWpmqBXEQVCnvwAtxA_yw,https://www.snitch.com/men-shirts/slim-fit-core-lab-oxford-light-yellow-shirt-4mcr1005-03/8635587166370/buy?utm_source=chatgpt.com,https://www.myntra.com/shirts/roadster/roadster-men-yellow-regular-fit-solid-casual-shirt/10945120/buy?utm_source=chatgpt.com,https://thehouseofrare.com/products/harmin-mens-shirt-pastel-yellow?variant=41073109073991&utm_source=chatgpt.com
Female,Casual,Medium Warm,Spring,26,Summer Casual Outfit,"['#A2D9CE', '#F9E79F', '#AED6F1', '#D5F5E3']",https://images.openai.com/thumbnails/url/ssmwRXicDclvD0JAHADgTyTDGrW1pn-kMKeF3jTu7I7hLvcTvlVfp29Tz9vn-2EAQq5VtexwPwsoiQJFpy2ohBwqvMC8VSXjQlQd3b42_1vbAVk5GJkxQglpMj-QwSmKzgeFue8JhdyNdZ_pKW0LdoAmRho3hlvoPB4eoelyz8VKwiunXqn3bo5N65r4zjyVQDAPs_tRJnVXp4Zfj--Lc_UGpc-S2UbazqryZz3-ALQ_P3k,https://www2.hm.com/en_in/productpage.1316919002.html?crawl=&utm_source=chatgpt.com,https://www.zara.com/in/en/crepe-top-p05063835.html?v1=459562600&utm_source=chatgpt.com,https://www.myntra.com/tops/athena/athena-stylish-mint-green-power-shoulders-top/13719146/buy?utm_source=chatgpt.com
Male,Casual,Deep Warm,Summer,31,Summer Casual Outfit,"['#F7DC6F', '#F1948A', '#7DCEA0', '#FDEDEC']",https://images.openai.com/thumbnails/url/eFpWHnicDcnbDoIgAADQLyrRdKVba9l9hTkzvLy4BEMrUBRm_lW_09_UeT3fTyll0zmaVnDcDo0syEjmHIxpJ2-ywmNcM60r66apOF2I-f-cpUfsHQ78NDT1xCRnP7Rdw_X8vcxPMVAraglGssSaiEPYXvHmchqmSaG2LUJ6FSuzdwdxg0RlvIQzwBTQAwLR5r0fDu0TWfABX8ma2Tn1DFtEkQGOrLqfFeXpZNT1P2DRPks,https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-men-standard-cotton-casual-shirt/31583583/buy?utm_source=chatgpt.com,https://www.myntra.com/shirts/roadster/roadster-men-yellow-regular-fit-solid-casual-shirt/10945120/buy?utm_source=chatgpt.com,https://www.amazon.in/Greenfibre-Solid-Yellow-Cotton-Casual/dp/B09VB6SV1L?utm_source=chatgpt.com
Female,Travel,Light Warm,Spring,22,Summer Casual Outfit,"['#FA9A01', '#44C50A', '#3784B9', '#9E745F']",https://images.openai.com/thumbnails/url/ssmwRXicDclvD0JAHADgTyTDGrW1pn-kMKeF3jTu7I7hLvcTvlVfp29Tz9vn-2EAQq5VtexwPwsoiQJFpy2ohBwqvMC8VSXjQlQd3b42_1vbAVk5GJkxQglpMj-QwSmKzgeFue8JhdyNdZ_pKW0LdoAmRho3hlvoPB4eoelyz8VKwiunXqn3bo5N65r4zjyVQDAPs_tRJnVXp4Zfj--Lc_UGpc-S2UbazqryZz3-ALQ_P3k,https://www.flipkart.com/mirana-casual-solid-women-orange-top/p/itm627d43cb405db?pid=TOPHEPS3JYW4Z3QH&lid=LSTTOPHEPS3JYW4Z3QHZB0YVJ&marketplace=FLIPKART&utm_source=chatgpt.com,https://www.myntra.com/tops/athena/athena-stylish-mint-green-power-shoulders-top/13719146/buy?utm_source=chatgpt.com,https://www.myntra.com/tops/janasya/janasya-womens-mint-green-linen-cotton-solid-a-line-top/33011308/buy?utm_source=chatgpt.com
